5354250001544537|03|2025|110
5354250001544685|03|2025|564
5354250001546763|03|2025|631
5354250001547845|03|2025|788
5354250001543158|03|2025|454
5354250001545286|03|2025|604
5354250001541210|03|2025|827
5354250001542515|03|2025|240
5354250001542127|03|2025|720
5354250001541004|03|2025|267
5354250001548355|03|2025|546
5354250001543703|03|2025|368
5354250001545708|03|2025|723
5354250001546730|03|2025|887
5354250001546532|03|2025|842
5354250001541483|03|2025|710
5354250001540667|03|2025|072
5354250001540501|03|2025|212
5354250001548181|03|2025|371
5354250001545443|03|2025|373
5354250001546664|03|2025|223
5354250001546763|03|2025|255
5354250001541541|03|2025|705
5354250001541483|03|2025|767
5354250001540220|03|2025|257
5354250001545450|03|2025|057
5354250001546326|03|2025|831
5354250001541707|03|2025|545
5354250001542556|03|2025|108
5354250001544008|03|2025|312
5354250001548801|03|2025|257
5354250001548751|03|2025|243
5354250001540337|03|2025|245
5354250001543778|03|2025|711
5354250001547233|03|2025|312
5354250001541715|03|2025|306
5354250001546326|03|2025|466
5354250001542234|03|2025|823
5354250001544511|03|2025|043
5354250001547134|03|2025|384
5354250001545336|03|2025|716
5354250001542150|03|2025|387
5354250001543364|03|2025|021
5354250001548488|03|2025|752
5354250001542630|03|2025|641
5354250001548405|03|2025|625
5354250001545757|03|2025|408
5354250001541665|03|2025|434
5354250001547472|03|2025|661
5354250001540766|03|2025|870
5354250001543125|03|2025|436
5354250001542655|03|2025|510
5354250001543661|03|2025|235
5354250001543851|03|2025|210
5354250001540600|03|2025|028
5354250001547316|03|2025|844
5354250001544255|03|2025|458
5354250001545088|03|2025|123
5354250001547035|03|2025|478
5354250001542556|03|2025|231
5354250001545757|03|2025|151
5354250001548587|03|2025|544
5354250001540154|03|2025|231
5354250001548017|03|2025|601
5354250001540345|03|2025|171
5354250001544727|03|2025|046
5354250001542762|03|2025|048
5354250001545047|03|2025|703
5354250001547027|03|2025|483
5354250001544206|03|2025|012
5354250001540212|03|2025|137
5354250001545187|03|2025|407
5354250001547803|03|2025|218
5354250001548785|03|2025|247
5354250001548785|03|2025|638
5354250001540014|03|2025|158
5354250001545740|03|2025|330
5354250001541152|03|2025|482
5354250001542168|03|2025|075
5354250001543232|03|2025|785
5354250001546128|03|2025|811
5354250001544503|03|2025|826
5354250001540683|03|2025|283
5354250001547050|03|2025|584
5354250001545161|03|2025|666
5354250001548017|03|2025|636
5354250001547704|03|2025|180
5354250001540063|03|2025|315
5354250001547720|03|2025|510
5354250001541400|03|2025|660
5354250001540386|03|2025|178
5354250001542762|03|2025|100
5354250001543760|03|2025|702
5354250001548124|03|2025|320
5354250001547514|03|2025|557
5354250001545161|03|2025|832
5354250001548231|03|2025|248
5354250001543463|03|2025|166
5354250001541210|03|2025|862
5354250001545021|03|2025|766
